iter	Passed	Remaining
361	825	3733
362	826	3728
363	828	3724
364	830	3719
365	832	3715
366	834	3711
367	835	3707
368	837	3702
369	839	3700
370	841	3695
371	843	3691
372	845	3687
373	847	3682
374	848	3678
375	850	3673
376	852	3670
377	854	3667
378	856	3663
379	858	3659
380	860	3655
381	862	3652
382	864	3648
383	866	3644
384	867	3640
385	869	3636
386	871	3632
387	873	3628
388	875	3626
389	878	3627
390	880	3624
391	882	3620
392	884	3617
393	886	3613
394	888	3609
395	890	3605
396	891	3601
397	894	3598
398	895	3594
399	897	3590
400	899	3586
401	901	3582
402	902	3578
403	904	3573
404	906	3569
405	908	3566
406	910	3563
407	912	3560
408	914	3555
409	915	3552
410	917	3548
411	919	3543
412	921	3539
413	922	3535
414	925	3534
415	928	3535
416	930	3532
417	932	3529
418	934	3527
419	936	3524
420	938	3521
421	941	3521
422	943	3517
423	945	3513
424	947	3510
425	948	3506
426	950	3502
427	952	3498
428	954	3494
429	956	3492
430	958	3490
431	960	3486
432	962	3482
433	964	3478
434	966	3475
435	967	3471
436	969	3468
437	971	3464
438	973	3461
439	975	3458
440	977	3454
441	979	3450
442	980	3447
443	982	3443
444	984	3439
445	986	3436
446	988	3433
447	990	3431
448	992	3427
449	994	3423
450	995	3420
451	997	3416
452	999	3413
453	1001	3409
454	1003	3406
455	1004	3402
456	1006	3399
457	1008	3395
458	1010	3391
459	1012	3388
460	1013	3384
461	1015	3381
462	1017	3377
463	1019	3374
464	1021	3372
465	1023	3368
466	1025	3365
467	1027	3361
468	1028	3358
469	1030	3354
470	1032	3351
471	1034	3348
472	1036	3345
473	1038	3342
474	1040	3339
475	1041	3335
476	1043	3332
477	1045	3328
478	1047	3325
479	1049	3322
480	1050	3318
481	1052	3315
482	1054	3312
483	1056	3309
484	1058	3305
485	1060	3302
486	1061	3298
487	1063	3295
488	1065	3292
489	1067	3288
490	1069	3286
491	1071	3284
492	1073	3280
493	1075	3277
494	1076	3273
495	1078	3270
496	1080	3267
497	1082	3264
498	1084	3260
499	1086	3258
500	1087	3255
501	1089	3251
502	1091	3248
503	1093	3245
504	1095	3242
505	1097	3239
506	1099	3236
507	1100	3233
508	1102	3230
509	1104	3226
510	1106	3224
511	1108	3221
512	1110	3218
513	1112	3215
514	1113	3211
515	1115	3208
516	1117	3205
517	1119	3201
518	1120	3198
519	1123	3196
520	1124	3193
521	1126	3190
522	1128	3187
523	1130	3183
524	1132	3180
525	1133	3177
526	1135	3173
527	1137	3170
528	1139	3167
529	1140	3164
530	1142	3161
531	1144	3158
532	1146	3155
533	1148	3151
534	1149	3148
535	1151	3145
536	1153	3142
537	1155	3139
538	1157	3136
539	1158	3133
540	1160	3130
541	1162	3127
542	1164	3124
543	1166	3120
544	1167	3117
545	1169	3114
546	1173	3117
547	1175	3114
548	1177	3112
549	1179	3109
550	1181	3106
551	1182	3103
552	1184	3099
553	1186	3097
554	1188	3094
555	1190	3091
556	1192	3088
557	1193	3085
558	1195	3082
559	1197	3079
560	1199	3076
561	1201	3074
562	1204	3074
563	1207	3074
564	1210	3073
565	1211	3070
566	1213	3067
567	1215	3064
568	1217	3061
569	1220	3060
570	1221	3057
571	1223	3055
572	1225	3052
573	1227	3049
574	1229	3046
575	1230	3043
576	1232	3039
577	1234	3038
578	1236	3035
579	1238	3032
580	1240	3029
581	1242	3026
582	1243	3023
583	1245	3020
584	1247	3017
585	1249	3014
586	1251	3012
587	1253	3009
588	1255	3006
589	1256	3003
590	1258	3000
591	1260	2998
592	1262	2995
593	1264	2991
594	1265	2989
595	1268	2987
596	1269	2984
597	1271	2981
598	1273	2979
599	1275	2976
600	1277	2973
601	1279	2970
602	1280	2967
603	1282	2965
604	1284	2962
605	1286	2959
606	1288	2956
607	1289	2953
608	1291	2950
609	1293	2947
610	1295	2944
611	1297	2941
612	1299	2939
613	1300	2936
614	1302	2933
615	1304	2931
616	1306	2928
617	1309	2928
618	1311	2925
619	1313	2923
620	1315	2921
621	1317	2918
622	1319	2916
623	1321	2913
624	1323	2912
625	1326	2910
626	1328	2909
627	1331	2908
628	1335	2911
629	1340	2914
630	1343	2914
631	1345	2912
632	1348	2911
633	1350	2908
634	1351	2906
635	1353	2903
636	1355	2900
637	1357	2897
638	1359	2894
639	1361	2892
640	1364	2893
641	1366	2891
642	1368	2888
643	1370	2885
644	1372	2882
645	1373	2879
646	1375	2876
647	1377	2873
648	1381	2876
649	1383	2873
650	1385	2870
651	1386	2867
652	1388	2864
653	1390	2861
654	1391	2857
655	1393	2854
656	1398	2859
657	1401	2857
658	1403	2856
659	1405	2853
660	1407	2851
661	1413	2856
662	1415	2854
663	1417	2851
664	1419	2848
665	1420	2846
666	1422	2843
667	1424	2840
668	1428	2841
669	1430	2839
670	1432	2836
671	1434	2834
672	1435	2831
673	1437	2828
674	1439	2825
675	1441	2822
676	1444	2822
677	1446	2819
678	1447	2817
679	1449	2814
680	1451	2811
681	1453	2808
682	1455	2805
683	1456	2803
684	1459	2802
685	1461	2799
686	1463	2797
687	1465	2794
688	1467	2791
689	1468	2788
690	1470	2785
691	1472	2782
692	1475	2782
693	1477	2780
694	1479	2777
695	1480	2774
696	1482	2771
697	1484	2769
698	1486	2766
699	1488	2763
700	1490	2761
701	1492	2759
702	1494	2757
703	1496	2754
704	1498	2752
705	1500	2749
706	1501	2746
707	1503	2744
708	1505	2741
709	1508	2740
710	1510	2737
711	1512	2735
712	1514	2732
713	1515	2730
714	1517	2727
715	1519	2725
716	1521	2722
717	1524	2721
718	1525	2718
719	1527	2715
720	1529	2712
721	1531	2710
722	1533	2707
723	1534	2704
724	1536	2702
725	1538	2700
726	1540	2697
727	1542	2694
728	1543	2691
729	1545	2688
730	1547	2686
731	1549	2683
732	1551	2681
733	1552	2678
734	1555	2677
735	1557	2675
736	1559	2672
737	1561	2670
738	1563	2668
739	1565	2666
740	1567	2663
741	1570	2661
742	1572	2660
743	1574	2658
744	1576	2656
745	1579	2654
746	1581	2652
747	1583	2650
748	1586	2649
749	1588	2647
750	1590	2645
751	1592	2643
752	1594	2640
753	1596	2638
754	1598	2636
755	1600	2634
756	1603	2633
757	1605	2631
758	1607	2628
759	1610	2626
760	1612	2625
761	1614	2623
762	1616	2620
763	1618	2619
764	1620	2616
765	1622	2614
766	1624	2611
767	1626	2609
768	1628	2606
769	1630	2604
770	1632	2601
771	1634	2599
772	1636	2597
773	1638	2595
774	1640	2593
775	1642	2590
776	1644	2588
777	1646	2585
778	1647	2583
779	1650	2581
780	1653	2580
781	1655	2578
782	1657	2575
783	1659	2573
784	1660	2570
785	1662	2568
786	1664	2565
787	1666	2562
788	1668	2560
789	1669	2557
790	1671	2555
791	1673	2552
792	1675	2549
793	1677	2547
794	1678	2544
795	1680	2542
796	1682	2540
797	1684	2537
798	1686	2535
799	1688	2532
800	1690	2530
801	1692	2527
802	1694	2525
803	1695	2522
804	1698	2521
805	1700	2519
806	1702	2517
807	1704	2515
808	1706	2512
809	1709	2511
810	1711	2508
811	1713	2506
812	1715	2504
813	1717	2502
814	1719	2499
815	1721	2497
816	1723	2495
817	1725	2492
818	1727	2490
819	1729	2488
820	1731	2486
821	1733	2484
822	1735	2481
823	1737	2479
824	1739	2477
825	1741	2475
826	1743	2472
827	1745	2470
828	1747	2468
829	1749	2466
830	1751	2464
831	1753	2462
832	1755	2459
833	1757	2457
834	1759	2455
835	1762	2453
836	1764	2451
837	1766	2449
838	1768	2447
839	1770	2444
840	1772	2442
841	1774	2440
842	1776	2437
843	1778	2436
844	1780	2433
845	1782	2431
846	1784	2429
847	1786	2426
848	1788	2424
849	1790	2422
850	1792	2420
851	1795	2418
852	1797	2416
853	1799	2414
854	1801	2412
855	1803	2410
856	1805	2408
857	1807	2405
858	1810	2404
859	1812	2402
860	1814	2400
861	1816	2397
862	1818	2395
863	1821	2394
864	1823	2392
865	1825	2391
866	1828	2389
867	1830	2387
868	1832	2385
869	1835	2383
870	1837	2381
871	1839	2379
872	1841	2377
873	1843	2375
874	1845	2373
875	1848	2371
876	1850	2369
877	1852	2366
878	1854	2364
879	1856	2362
880	1858	2360
881	1860	2358
882	1862	2356
883	1864	2353
884	1866	2351
885	1868	2349
886	1870	2347
887	1872	2345
888	1875	2343
889	1877	2341
890	1879	2338
891	1880	2336
892	1882	2334
893	1884	2331
894	1887	2330
895	1891	2330
896	1893	2328
897	1895	2326
898	1897	2323
899	1899	2321
900	1901	2319
901	1903	2317
902	1906	2316
903	1909	2314
904	1911	2312
905	1913	2310
906	1916	2308
907	1918	2306
908	1920	2304
909	1922	2302
910	1924	2300
911	1926	2298
912	1928	2296
913	1930	2294
914	1932	2291
915	1934	2289
916	1937	2287
917	1939	2285
918	1941	2283
919	1943	2281
920	1945	2279
921	1947	2277
922	1949	2274
923	1951	2272
924	1954	2271
925	1956	2269
926	1958	2267
927	1960	2265
928	1963	2263
929	1965	2261
930	1968	2259
931	1970	2258
932	1973	2256
933	1975	2254
934	1977	2252
935	1979	2250
936	1981	2248
937	1984	2246
938	1986	2245
939	1989	2243
940	1991	2241
941	1994	2239
942	1996	2237
943	1998	2235
944	2000	2233
945	2002	2231
946	2005	2229
947	2007	2228
948	2010	2226
949	2013	2225
950	2015	2223
951	2018	2221
952	2020	2220
953	2023	2218
954	2026	2217
955	2029	2216
956	2031	2214
957	2034	2212
958	2036	2210
959	2039	2209
960	2042	2208
961	2044	2206
962	2047	2204
963	2049	2203
964	2052	2201
965	2055	2199
966	2058	2198
967	2060	2197
968	2063	2195
969	2066	2193
970	2068	2192
971	2071	2190
972	2074	2189
973	2076	2187
974	2079	2185
975	2081	2184
976	2084	2182
977	2087	2181
978	2091	2180
979	2093	2179
980	2096	2177
981	2099	2176
982	2101	2174
983	2104	2172
984	2107	2171
985	2109	2169
986	2112	2168
987	2115	2166
988	2117	2164
989	2120	2163
990	2124	2162
991	2126	2161
992	2129	2159
993	2132	2158
994	2135	2156
995	2138	2155
996	2140	2153
997	2143	2152
998	2146	2150
999	2148	2148
1000	2151	2147
1001	2154	2145
1002	2157	2144
1003	2159	2142
1004	2162	2141
1005	2164	2139
1006	2167	2137
1007	2170	2135
1008	2172	2133
1009	2174	2131
1010	2177	2129
1011	2179	2127
1012	2181	2125
1013	2184	2124
1014	2187	2122
1015	2189	2120
1016	2192	2118
1017	2194	2117
1018	2197	2115
1019	2199	2113
1020	2202	2111
1021	2204	2110
1022	2207	2108
1023	2210	2106
1024	2213	2105
1025	2215	2103
1026	2218	2101
1027	2220	2099
1028	2223	2098
1029	2226	2096
1030	2228	2094
1031	2231	2092
1032	2233	2091
1033	2236	2089
1034	2238	2087
1035	2241	2086
1036	2244	2084
1037	2246	2082
1038	2249	2080
1039	2251	2078
1040	2253	2076
1041	2257	2075
1042	2259	2073
1043	2262	2071
1044	2265	2070
1045	2267	2068
1046	2270	2066
1047	2275	2066
1048	2278	2065
1049	2281	2064
1050	2283	2062
1051	2286	2060
1052	2291	2060
1053	2300	2064
1054	2303	2062
1055	2307	2062
1056	2309	2060
1057	2311	2058
1058	2314	2056
1059	2316	2054
1060	2319	2052
1061	2322	2051
1062	2324	2049
1063	2327	2047
1064	2329	2045
1065	2332	2043
1066	2334	2041
1067	2337	2039
1068	2340	2038
1069	2343	2036
1070	2346	2035
1071	2349	2033
1072	2352	2032
1073	2356	2031
1074	2358	2029
1075	2361	2027
1076	2363	2025
1077	2365	2023
1078	2368	2021
1079	2371	2020
1080	2373	2018
1081	2376	2016
1082	2378	2013
1083	2380	2011
1084	2383	2009
1085	2386	2008
1086	2388	2006
1087	2390	2003
1088	2392	2001
1089	2394	1999
1090	2396	1997
1091	2398	1994
1092	2401	1993
1093	2404	1990
1094	2406	1988
1095	2408	1986
1096	2410	1984
1097	2412	1982
1098	2414	1979
1099	2417	1977
1100	2419	1975
1101	2421	1973
1102	2424	1971
1103	2426	1969
1104	2428	1966
1105	2430	1964
1106	2433	1963
1107	2435	1961
1108	2438	1958
1109	2440	1956
1110	2442	1954
1111	2444	1952
1112	2447	1950
1113	2450	1948
1114	2452	1946
1115	2454	1944
1116	2456	1942
1117	2459	1939
1118	2461	1937
1119	2463	1935
1120	2466	1933
1121	2468	1931
1122	2470	1929
1123	2473	1927
1124	2475	1925
1125	2478	1923
1126	2483	1923
1127	2485	1921
1128	2488	1919
1129	2490	1917
1130	2492	1915
1131	2495	1913
1132	2498	1912
1133	2501	1910
1134	2503	1908
1135	2506	1906
1136	2508	1904
1137	2511	1902
1138	2516	1901
1139	2518	1900
1140	2520	1897
1141	2523	1895
1142	2525	1893
1143	2528	1891
1144	2530	1889
1145	2533	1887
1146	2535	1885
1147	2538	1883
1148	2540	1881
1149	2542	1879
1150	2545	1877
1151	2548	1875
1152	2550	1873
1153	2552	1871
1154	2555	1869
1155	2557	1867
1156	2559	1865
1157	2562	1863
1158	2564	1860
1159	2567	1858
1160	2569	1856
1161	2571	1854
1162	2574	1852
1163	2577	1850
1164	2579	1848
1165	2581	1846
1166	2584	1844
1167	2586	1842
1168	2589	1840
1169	2591	1838
1170	2594	1836
1171	2597	1834
1172	2599	1832
1173	2601	1830
1174	2604	1828
1175	2606	1826
1176	2609	1824
1177	2612	1823
1178	2615	1821
1179	2618	1819
1180	2621	1817
1181	2624	1816
1182	2627	1814
1183	2630	1813
1184	2634	1811
1185	2637	1809
1186	2639	1808
1187	2642	1806
1188	2644	1804
1189	2647	1802
1190	2649	1800
1191	2652	1798
1192	2655	1796
1193	2658	1794
1194	2660	1792
1195	2664	1790
1196	2667	1789
1197	2669	1787
1198	2672	1785
1199	2675	1783
1200	2677	1781
1201	2680	1779
1202	2682	1777
1203	2685	1775
1204	2688	1773
1205	2690	1771
1206	2693	1769
1207	2696	1767
1208	2698	1765
1209	2700	1763
1210	2703	1761
1211	2706	1759
1212	2709	1757
1213	2711	1755
1214	2714	1753
1215	2716	1751
1216	2719	1749
1217	2722	1748
1218	2725	1746
1219	2727	1743
1220	2730	1741
1221	2732	1739
1222	2735	1737
1223	2737	1735
1224	2740	1733
1225	2742	1731
1226	2745	1729
1227	2747	1727
1228	2750	1725
1229	2753	1723
1230	2755	1721
1231	2758	1719
1232	2760	1717
1233	2763	1715
1234	2765	1713
1235	2768	1711
1236	2771	1709
1237	2774	1707
1238	2776	1705
1239	2779	1703
1240	2781	1701
1241	2784	1699
1242	2787	1697
1243	2789	1695
1244	2792	1693
1245	2794	1691
1246	2797	1689
1247	2799	1686
1248	2802	1685
1249	2804	1682
1250	2807	1680
1251	2810	1678
1252	2812	1676
1253	2815	1674
1254	2818	1673
1255	2821	1671
1256	2823	1669
1257	2826	1667
1258	2829	1665
1259	2832	1663
1260	2834	1661
1261	2837	1659
1262	2840	1657
1263	2842	1655
1264	2845	1653
1265	2848	1651
1266	2851	1649
1267	2853	1647
1268	2856	1645
1269	2858	1643
1270	2861	1641
1271	2865	1639
1272	2868	1637
1273	2871	1636
1274	2873	1634
1275	2876	1632
1276	2880	1630
1277	2883	1628
1278	2886	1627
1279	2889	1625
1280	2892	1623
1281	2894	1621
1282	2897	1619
1283	2900	1617
1284	2902	1615
1285	2905	1613
1286	2908	1611
1287	2910	1609
1288	2914	1607
1289	2916	1605
1290	2919	1603
1291	2921	1601
1292	2924	1599
1293	2927	1597
1294	2930	1595
1295	2932	1593
1296	2935	1590
1297	2937	1588
1298	2940	1586
1299	2943	1584
1300	2946	1583
1301	2949	1581
1302	2952	1579
1303	2954	1577
1304	2957	1574
1305	2960	1573
1306	2963	1571
1307	2966	1569
1308	2968	1567
1309	2971	1565
1310	2974	1563
1311	2977	1561
1312	2979	1559
1313	2982	1557
1314	2984	1554
1315	2987	1552
1316	2990	1550
1317	2993	1548
1318	2996	1546
1319	2998	1544
1320	3001	1542
1321	3003	1540
1322	3006	1538
1323	3010	1536
1324	3012	1534
1325	3015	1532
1326	3017	1530
1327	3020	1528
1328	3023	1526
1329	3026	1524
1330	3028	1522
1331	3031	1520
1332	3034	1518
1333	3036	1516
1334	3041	1514
1335	3044	1513
1336	3047	1511
1337	3050	1509
1338	3053	1507
1339	3057	1505
1340	3061	1504
1341	3065	1503
1342	3068	1501
1343	3072	1499
1344	3076	1498
1345	3080	1496
1346	3083	1494
1347	3089	1494
1348	3093	1492
1349	3096	1491
1350	3100	1489
1351	3106	1488
1352	3110	1487
1353	3114	1485
1354	3117	1484
1355	3121	1482
1356	3125	1480
1357	3128	1478
1358	3131	1476
1359	3134	1474
1360	3137	1472
1361	3140	1470
1362	3142	1468
1363	3145	1466
1364	3148	1464
1365	3151	1462
1366	3154	1460
1367	3157	1458
1368	3160	1456
1369	3163	1454
1370	3166	1452
1371	3169	1450
1372	3172	1448
1373	3175	1446
1374	3178	1444
1375	3180	1442
1376	3184	1440
1377	3187	1438
1378	3190	1436
1379	3192	1434
1380	3195	1432
1381	3197	1430
1382	3200	1427
1383	3203	1425
1384	3206	1423
1385	3208	1421
1386	3211	1419
1387	3214	1417
1388	3216	1415
1389	3219	1412
1390	3222	1410
1391	3225	1408
1392	3227	1406
1393	3230	1404
1394	3233	1402
1395	3236	1400
1396	3240	1398
1397	3242	1396
1398	3245	1394
1399	3247	1391
1400	3251	1390
1401	3253	1387
1402	3256	1385
1403	3258	1383
1404	3261	1381
1405	3264	1379
1406	3267	1377
1407	3270	1374
1408	3272	1372
1409	3275	1370
1410	3277	1368
1411	3280	1366
1412	3284	1364
1413	3286	1362
1414	3289	1359
1415	3292	1357
1416	3294	1355
1417	3297	1353
1418	3300	1351
1419	3303	1349
1420	3306	1347
1421	3308	1344
1422	3311	1342
1423	3315	1341
1424	3318	1338
1425	3320	1336
1426	3323	1334
1427	3326	1332
1428	3329	1330
1429	3332	1328
1430	3334	1325
1431	3337	1323
1432	3340	1321
1433	3343	1319
1434	3345	1317
1435	3348	1315
1436	3351	1312
1437	3354	1310
1438	3357	1308
1439	3359	1306
1440	3362	1304
1441	3365	1302
1442	3368	1300
1443	3370	1297
1444	3373	1295
1445	3375	1293
1446	3378	1291
1447	3381	1288
1448	3383	1286
1449	3386	1284
1450	3388	1282
1451	3391	1280
1452	3394	1277
1453	3397	1275
1454	3399	1273
1455	3402	1271
1456	3404	1268
1457	3407	1266
1458	3411	1264
1459	3414	1262
1460	3417	1260
1461	3419	1258
1462	3422	1256
1463	3425	1254
1464	3428	1251
1465	3430	1249
1466	3433	1247
1467	3436	1245
1468	3438	1243
1469	3441	1240
1470	3444	1238
1471	3447	1236
1472	3449	1234
1473	3452	1232
1474	3454	1229
1475	3457	1227
1476	3460	1225
1477	3463	1223
1478	3465	1220
1479	3468	1218
1480	3471	1216
1481	3474	1214
1482	3477	1212
1483	3479	1210
1484	3482	1207
1485	3485	1205
1486	3488	1203
1487	3491	1201
1488	3494	1199
1489	3496	1196
1490	3499	1194
1491	3501	1192
1492	3505	1190
1493	3507	1188
1494	3510	1185
1495	3519	1185
1496	3530	1186
1497	3535	1184
1498	3542	1183
1499	3545	1181
1500	3548	1179
1501	3550	1177
1502	3552	1174
1503	3555	1172
1504	3557	1170
1505	3559	1167
1506	3562	1165
1507	3564	1162
1508	3566	1160
1509	3569	1158
1510	3571	1155
1511	3573	1153
1512	3576	1151
1513	3580	1149
1514	3583	1147
1515	3585	1144
1516	3588	1142
1517	3591	1140
1518	3595	1138
1519	3597	1136
1520	3600	1133
1521	3602	1131
1522	3605	1129
1523	3609	1127
1524	3611	1124
1525	3614	1122
1526	3616	1120
1527	3619	1118
1528	3621	1115
1529	3624	1113
1530	3627	1111
1531	3629	1108
1532	3632	1106
1533	3635	1104
1534	3637	1102
1535	3640	1099
1536	3643	1097
1537	3645	1095
1538	3649	1093
1539	3652	1091
1540	3655	1088
1541	3658	1086
1542	3661	1084
1543	3664	1082
1544	3667	1080
1545	3670	1077
1546	3673	1075
1547	3676	1073
1548	3679	1071
1549	3682	1069
1550	3685	1066
1551	3687	1064
1552	3691	1062
1553	3694	1060
1554	3696	1057
1555	3699	1055
1556	3702	1053
1557	3705	1051
1558	3708	1049
1559	3711	1046
1560	3714	1044
1561	3717	1042
1562	3720	1040
1563	3723	1038
1564	3726	1035
1565	3729	1033
1566	3732	1031
1567	3735	1029
1568	3738	1027
1569	3741	1024
1570	3744	1022
1571	3747	1020
1572	3750	1018
1573	3754	1016
1574	3757	1013
1575	3761	1011
1576	3764	1009
1577	3766	1007
1578	3770	1005
1579	3772	1002
1580	3775	1000
1581	3778	998
1582	3780	995
1583	3783	993
1584	3786	991
1585	3789	989
1586	3792	986
1587	3795	984
1588	3797	982
1589	3801	980
1590	3804	977
1591	3806	975
1592	3809	973
1593	3812	971
1594	3814	968
1595	3817	966
1596	3820	964
1597	3822	961
1598	3825	959
1599	3827	956
1600	3830	954
1601	3833	952
1602	3836	950
1603	3839	947
1604	3841	945
1605	3844	943
1606	3847	940
1607	3852	939
1608	3855	936
1609	3858	934
1610	3861	932
1611	3863	929
1612	3868	928
1613	3871	925
1614	3874	923
1615	3876	921
1616	3882	919
1617	3885	917
1618	3888	915
1619	3890	912
1620	3893	910
1621	3896	908
1622	3900	906
1623	3903	903
1624	3905	901
1625	3908	898
1626	3910	896
1627	3914	894
1628	3917	892
1629	3920	889
1630	3922	887
1631	3925	885
1632	3927	882
1633	3931	880
1634	3934	878
1635	3937	876
1636	3939	873
1637	3942	871
1638	3946	869
1639	3949	867
1640	3952	864
1641	3955	862
1642	3957	859
1643	3960	857
1644	3964	855
1645	3967	853
1646	3969	850
1647	3972	848
1648	3974	846
1649	3978	844
1650	3981	841
1651	3984	839
1652	3987	836
1653	3989	834
1654	3993	832
1655	3999	830
1656	4002	828
1657	4005	826
1658	4007	823
1659	4011	821
1660	4013	819
1661	4015	816
1662	4018	814
1663	4021	811
1664	4023	809
1665	4026	807
1666	4029	804
1667	4032	802
1668	4035	800
1669	4037	797
1670	4040	795
1671	4043	793
1672	4046	790
1673	4048	788
1674	4051	786
1675	4054	783
1676	4056	781
1677	4059	778
1678	4062	776
1679	4065	774
1680	4067	771
1681	4070	769
1682	4073	767
1683	4076	764
1684	4078	762
1685	4081	760
1686	4083	757
1687	4086	755
1688	4088	752
1689	4091	750
1690	4094	748
1691	4096	745
1692	4099	743
1693	4102	740
1694	4104	738
1695	4107	736
1696	4110	733
1697	4112	731
1698	4115	729
1699	4117	726
1700	4120	724
1701	4123	721
1702	4125	719
1703	4128	717
1704	4130	714
1705	4133	712
1706	4135	709
1707	4139	707
1708	4142	705
1709	4145	702
1710	4147	700
1711	4150	698
1712	4154	695
1713	4156	693
1714	4159	691
1715	4162	688
1716	4165	686
1717	4167	684
1718	4170	681
1719	4173	679
1720	4175	676
1721	4178	674
1722	4180	672
1723	4183	669
1724	4186	667
1725	4188	664
1726	4190	662
1727	4193	660
1728	4196	657
1729	4198	655
