iter	RMSE
125	0.1328877537
126	0.1325478864
127	0.1321045117
128	0.1318263368
129	0.1313972983
130	0.1310885356
131	0.1307963283
132	0.1306182339
133	0.1302552847
134	0.1299147286
135	0.129625179
136	0.1293095966
137	0.1290582137
138	0.128823595
139	0.1284986766
140	0.1281812797
141	0.1278572464
142	0.1274840634
143	0.1272896342
144	0.1270726297
145	0.1268427908
146	0.1265349821
147	0.1262471267
148	0.1260320642
149	0.1258014851
150	0.1256260301
151	0.1253497994
152	0.1250669805
153	0.1248579452
154	0.1247476367
155	0.1244976725
156	0.1243174751
157	0.1241294572
158	0.1239012371
159	0.1236737555
160	0.1234712454
161	0.1231384263
162	0.1229922536
163	0.122759242
164	0.1225734093
165	0.1224762742
166	0.1222528681
167	0.1220712326
168	0.1218875721
169	0.1216329987
170	0.1212708079
171	0.1210603913
172	0.1208636557
173	0.1206891341
174	0.1204743411
175	0.1202584304
176	0.1199986607
177	0.1198519993
178	0.1196336355
179	0.1194953263
180	0.1193186216
181	0.1191240594
182	0.1189109312
183	0.1186844916
184	0.1183772332
185	0.1182297849
186	0.118055671
187	0.1178626153
188	0.1177156858
189	0.1176262098
190	0.1174862057
191	0.1173328967
192	0.1171133557
193	0.1169268911
194	0.1167912118
195	0.1166576175
196	0.1165225494
197	0.1163768359
198	0.1161836456
199	0.1160509726
200	0.1159396799
201	0.1158413702
202	0.1157604333
203	0.11557861
204	0.1153935484
205	0.1152597383
206	0.1150604641
207	0.1149223535
208	0.1148916257
209	0.1147493679
210	0.1146894088
211	0.1145473261
212	0.1143770508
213	0.1141914289
214	0.1140372363
215	0.1138715699
216	0.1136680921
217	0.1134904638
218	0.1133398287
219	0.1131489636
220	0.1129345313
221	0.1127382728
222	0.1125518504
223	0.1124530445
224	0.1123120071
225	0.1122110132
226	0.1120600592
227	0.1118695513
228	0.1117083397
229	0.1115401923
230	0.1114116089
231	0.1112585803
232	0.1110987814
233	0.1109664105
234	0.1107939609
235	0.1106924863
236	0.1104840869
237	0.1103736968
238	0.1102028117
239	0.1101018335
240	0.1099576374
241	0.1098560665
242	0.1097232065
243	0.1095587718
244	0.1094086252
245	0.1092522745
246	0.1091893365
247	0.1090371987
248	0.1088797852
249	0.1087273417
250	0.1086776257
251	0.1085575666
252	0.1084010105
253	0.108280799
254	0.1082043984
255	0.1080872653
256	0.1079149931
257	0.1077913036
258	0.1076941681
259	0.1075769824
260	0.1074150932
261	0.1073175712
262	0.1071949113
263	0.1070940644
264	0.1070042967
265	0.1068256178
266	0.1067865138
267	0.1067429174
268	0.106562859
269	0.1065112345
270	0.1064843702
271	0.1064356463
272	0.106395755
273	0.1062044063
274	0.1061029219
275	0.1059952886
276	0.105961807
277	0.1058315131
278	0.105696118
279	0.1056194705
280	0.1054911537
281	0.1053122156
282	0.1052161962
283	0.1051778219
284	0.1050341694
285	0.1049203064
286	0.1048015953
287	0.1046246828
288	0.1045165303
289	0.1043836212
290	0.1042410938
291	0.1041279212
292	0.1040210854
293	0.1039363475
294	0.1038472304
295	0.1037687805
296	0.1036012843
297	0.1034300001
298	0.1033136599
299	0.1031817948
300	0.1030341519
301	0.1029978564
302	0.1028522987
303	0.1027704083
304	0.1026996345
305	0.1026076848
306	0.1024565966
307	0.1024299868
308	0.102372602
309	0.1023167003
310	0.1021884571
311	0.102152921
312	0.1020430369
313	0.1019778681
314	0.1018577822
315	0.1018167459
316	0.1016881073
317	0.1015681324
318	0.1014643784
319	0.1013309321
320	0.1012807673
321	0.1011278163
322	0.1009937935
323	0.1009105842
324	0.1008276158
325	0.1007614496
326	0.1006396411
327	0.100525854
328	0.1004338382
329	0.1003533738
330	0.1002567202
331	0.1002361109
332	0.10014067
333	0.1000297789
334	0.09995718239
335	0.09991764775
336	0.09982311679
337	0.09972022854
338	0.09965936241
339	0.09962840811
340	0.09958634219
341	0.09946281047
342	0.09939924102
343	0.09928116945
344	0.09918263584
345	0.09906319729
346	0.0990091022
347	0.0988994762
348	0.098811789
349	0.09876002343
350	0.09874329137
351	0.09867531433
352	0.09865656614
353	0.09856662284
354	0.0984962518
355	0.09843336309
356	0.09832957763
357	0.09823131734
358	0.09817285433
359	0.0980849435
360	0.09799503238
361	0.09794673883
362	0.09792265818
363	0.09778597878
364	0.09771987268
365	0.09762452086
366	0.09759068574
367	0.09750798607
368	0.09743012502
369	0.09737122469
370	0.09728531775
371	0.09717675997
372	0.09710760802
373	0.09708495416
374	0.09704565737
375	0.09702415211
376	0.09692650015
377	0.09689135526
378	0.09678457119
379	0.09672253655
380	0.09664935214
381	0.09658249499
382	0.09648658079
383	0.09645918803
384	0.09642283705
385	0.09637318708
386	0.0963363036
387	0.09632256843
388	0.09621949827
389	0.09616290781
390	0.09605402709
391	0.09598448113
392	0.09590789051
393	0.09585644041
394	0.09573169555
395	0.09563833771
396	0.09560620891
397	0.09555596112
398	0.09550101642
399	0.09542523753
400	0.09532271065
401	0.09522975476
402	0.09517275414
403	0.09509447645
404	0.09502648937
405	0.0949446939
406	0.09487278787
407	0.09485447853
408	0.09478386642
409	0.09469744525
410	0.09467521258
411	0.09458749617
412	0.0945173531
413	0.09446249709
414	0.0943920078
415	0.09430803193
416	0.09426780526
417	0.09417652661
418	0.09407320968
419	0.09401938617
420	0.09399617995
421	0.09392987985
422	0.09390869603
423	0.09387226033
424	0.09381502609
425	0.09371024787
426	0.09362779779
427	0.09361159933
428	0.0935529583
429	0.09350167298
430	0.09348442097
431	0.09346724197
432	0.09344962905
433	0.09343607458
434	0.09335585176
435	0.09327032604
436	0.09320270643
437	0.09318561483
438	0.09312114903
439	0.09306356811
440	0.09300692247
441	0.09292308793
442	0.09289713523
443	0.09286491033
444	0.09279516451
445	0.09275723501
446	0.09272498751
447	0.09266493258
448	0.09256684943
449	0.09249588793
450	0.09243745351
451	0.09240009627
452	0.09234931176
453	0.0922943656
454	0.09221597817
455	0.09216884114
456	0.09215603028
457	0.09206868142
458	0.0920552069
459	0.09197103201
460	0.0919518483
461	0.09188134903
462	0.09182701405
463	0.09174132202
464	0.09167973313
465	0.0916104834
466	0.09153037338
467	0.09147118466
468	0.09140265517
469	0.09138086617
470	0.09129859666
471	0.09125318425
472	0.09117534768
473	0.09113280508
474	0.09106305526
475	0.09096802559
476	0.09089575983
477	0.09083689381
478	0.09075886279
479	0.09070229343
480	0.09062184199
481	0.09055134125
482	0.09050077373
483	0.09044860873
484	0.09035923054
485	0.09032175815
486	0.09026604304
487	0.09020153358
488	0.09015430393
489	0.09013854007
490	0.09012709557
491	0.09009490747
492	0.09006100135
493	0.0899612972
494	0.08993540019
495	0.08990367311
496	0.08983683715
497	0.08980350008
498	0.08975758243
499	0.08968116883
500	0.08963071401
501	0.08960369799
502	0.08959079719
503	0.08955059945
504	0.0894620496
505	0.08940064885
506	0.08939103358
507	0.08935742785
508	0.08932043093
509	0.08926770059
510	0.08922402953
511	0.08919349716
512	0.08912691681
513	0.08907276474
514	0.0890269
515	0.0889711576
516	0.08893616477
517	0.0889265792
518	0.08889937127
519	0.08886542565
520	0.08885564727
521	0.08877504487
522	0.08871257014
523	0.08867516611
524	0.08861187124
525	0.08855664337
526	0.08850193441
527	0.08844246907
528	0.08839791057
529	0.08834396342
530	0.08831588449
531	0.08826570475
532	0.08821740544
533	0.08818607965
534	0.08816482141
535	0.08812271626
536	0.08808002922
537	0.08805228381
538	0.08802402174
539	0.08795625668
540	0.08790609162
541	0.08783699379
542	0.08779631169
543	0.08777152727
544	0.08770242236
545	0.08765105378
546	0.08759001616
547	0.08753222979
548	0.08752095193
549	0.08747375106
550	0.08739966479
551	0.08738104451
552	0.08733630263
553	0.08724047128
554	0.08717168707
555	0.08716065235
556	0.08711873961
557	0.08708211523
558	0.08704025941
559	0.0869679037
560	0.08691566877
561	0.08685499809
562	0.08679323226
563	0.08677996407
564	0.08671679856
565	0.08669967312
566	0.08666036418
567	0.08661831508
568	0.08658809946
569	0.08652547351
570	0.08648263235
571	0.08641132202
572	0.0863563649
573	0.08634565362
574	0.08629474644
575	0.08624472697
576	0.08623222937
577	0.0861822632
578	0.0861264979
579	0.08609944296
580	0.08608654586
581	0.08600580922
582	0.08595006271
583	0.08590865546
584	0.08585934607
585	0.08584477107
586	0.08581809044
587	0.0857328065
588	0.08568212429
589	0.08562124904
590	0.08556183893
591	0.08550803574
592	0.0854866004
593	0.08544806373
594	0.08542449499
595	0.08541064697
596	0.08537035843
597	0.08533420486
598	0.08529309414
599	0.08527773355
600	0.08521479905
601	0.08518206442
602	0.08514705576
603	0.08508207041
604	0.08504640655
605	0.08499792378
606	0.08497007754
607	0.08495417996
608	0.0849279583
609	0.0848613808
610	0.0847887917
611	0.08476416501
612	0.08471487882
613	0.0846750416
614	0.08465015989
615	0.08460940584
616	0.08456472354
617	0.08452481692
618	0.08446976146
619	0.08441938533
620	0.08440367052
621	0.08437124442
622	0.08424628949
623	0.08422030274
624	0.08416711013
625	0.08410450696
626	0.08409827817
627	0.08406343865
628	0.08402235143
629	0.08396024511
630	0.08393518043
631	0.08392096442
632	0.08387991033
633	0.08384379527
634	0.08379233414
635	0.08377783343
636	0.08373420736
637	0.08369902231
638	0.08364540295
639	0.08360818946
640	0.08356683694
641	0.08351521539
642	0.08348967296
643	0.08343120557
644	0.08342238252
645	0.0834045003
646	0.08334271016
647	0.08331296596
648	0.08326022922
649	0.08324023675
650	0.08320740583
651	0.08313668442
652	0.08310659169
653	0.08304485246
654	0.08299083268
655	0.08292876101
656	0.08286513403
657	0.08278929052
658	0.08273038876
659	0.0827118895
660	0.08264318605
661	0.08259787114
662	0.08254906237
663	0.08250429068
664	0.08246122592
665	0.08242942733
666	0.082382984
667	0.08234316352
668	0.08230373621
669	0.08228404466
670	0.08222365798
671	0.08219642973
672	0.08218616175
673	0.08215367488
674	0.08211114823
675	0.08208517507
676	0.08205167751
677	0.08200496031
678	0.08195613084
679	0.0819075847
680	0.0818238018
681	0.081801174
682	0.08178143871
683	0.08175666779
684	0.08170581483
685	0.0816740735
686	0.08161827145
687	0.08157945232
688	0.08152339038
689	0.08148477293
690	0.08144584552
691	0.08142333408
692	0.08138081175
693	0.08135688884
694	0.08132562262
695	0.08127620028
696	0.08122631894
697	0.08118308045
698	0.08116388435
699	0.08111872661
700	0.08106287966
701	0.08102491783
702	0.08101067298
703	0.08099634924
704	0.08095453292
705	0.08090902529
706	0.08088905748
707	0.08086276358
708	0.08083570712
709	0.08079377879
710	0.08078248916
711	0.08070619617
712	0.08066454502
713	0.08062376372
714	0.08057890134
715	0.08055559656
716	0.08052366982
717	0.08048646681
718	0.08046860397
719	0.0804080144
720	0.08036003791
721	0.08031756392
722	0.08029129037
723	0.0802421278
724	0.08018998883
725	0.08016756274
726	0.080111571
727	0.08010341439
728	0.0800578466
729	0.08004852002
730	0.08002192779
731	0.07998152689
732	0.07994802978
733	0.07989391477
734	0.07985365984
735	0.07981786876
736	0.07977862322
737	0.07974356795
738	0.07969310186
739	0.07965554569
740	0.07962889605
741	0.07956956359
742	0.07952765165
743	0.07948260274
744	0.07944197912
745	0.07940310766
746	0.0793611601
747	0.0793074131
748	0.07926495428
749	0.07925109818
750	0.07923543622
751	0.07917625758
752	0.07914772833
753	0.07907886997
754	0.0790356698
755	0.07900677713
756	0.07897647307
757	0.07894518969
758	0.07892243219
759	0.07891741718
760	0.07889045139
761	0.07884388051
762	0.07880642098
763	0.07871669859
764	0.07866735993
765	0.07863884965
766	0.07861050507
767	0.07860432562
768	0.07854190373
769	0.07847452799
770	0.07843555763
771	0.07839546556
772	0.07835300272
773	0.0783030081
774	0.07824802728
775	0.07822511552
776	0.07821792875
777	0.07817973348
778	0.07814566706
779	0.07809243168
780	0.07805361652
781	0.07799339416
782	0.07794646352
783	0.07790299431
784	0.07789270671
785	0.07786189304
786	0.07784131441
787	0.07782763245
788	0.07780469811
789	0.07776158961
790	0.07772325416
791	0.0776944316
792	0.07765200241
793	0.07762153862
794	0.0775692668
795	0.07752523235
796	0.0774861215
797	0.07745889856
798	0.07742276
799	0.07734213246
800	0.07731776268
801	0.07727353696
802	0.07724390638
803	0.0772230641
804	0.07719315207
805	0.07714998705
806	0.07713180822
807	0.07709411853
808	0.07705198771
809	0.07703759688
810	0.0770088341
811	0.07697414685
812	0.07694163682
813	0.07691606684
814	0.07690426671
815	0.07686173527
816	0.07681324136
817	0.07678401437
818	0.07675250817
819	0.0767229206
820	0.07670253543
821	0.07668249431
822	0.07665641003
823	0.07660107109
824	0.0765672748
825	0.07654934558
826	0.0765231555
827	0.07648282745
828	0.07642133343
829	0.07641252259
830	0.07638458788
831	0.07635255063
832	0.07631256565
833	0.07627853224
834	0.07624381137
835	0.07621800786
836	0.07617561929
837	0.07612544822
838	0.07608732982
839	0.07605978284
840	0.07600425854
841	0.07596194624
842	0.0759091072
843	0.07586724144
844	0.07584061351
845	0.07583311318
846	0.07580100716
847	0.07578013237
848	0.07574333785
849	0.07570469451
850	0.07566006911
851	0.07559160506
852	0.07555814709
853	0.07552946976
854	0.07548928411
855	0.07546727134
856	0.07544940121
857	0.07540006731
858	0.07536361571
859	0.07534336773
860	0.0753017009
861	0.07525351087
862	0.07523841669
863	0.07521101746
864	0.07518364222
865	0.07516603985
866	0.07509573374
867	0.07505990858
868	0.07505211636
869	0.07501967002
870	0.07498804996
871	0.07496982056
872	0.07495493407
873	0.07492904696
874	0.07491455357
875	0.07487996122
876	0.07486313194
877	0.07481928799
878	0.07479012513
879	0.0747199156
880	0.07469951366
881	0.07467737152
882	0.07465484599
883	0.07461664864
884	0.07458265115
885	0.07452483762
886	0.07449724255
887	0.07447429699
888	0.074461843
889	0.07441516779
890	0.07438172239
891	0.07437105993
892	0.07434725003
893	0.07434287382
894	0.07430681249
895	0.07427375279
896	0.07421892711
897	0.07419991785
898	0.07414503002
899	0.07410835952
900	0.07409433353
901	0.07405210678
902	0.07401839355
903	0.0739652819
904	0.07394229392
905	0.0739194892
906	0.07387052585
907	0.07385282395
908	0.07379328197
909	0.07375053702
910	0.07373260182
911	0.07370732225
912	0.07365316476
913	0.07363241701
914	0.07359581983
915	0.07355330281
916	0.07354126423
917	0.07350653421
918	0.07346202765
919	0.07343644574
920	0.07341027773
921	0.07337396583
922	0.07336715469
923	0.07335323812
924	0.07332877397
925	0.07328859771
926	0.07325203625
927	0.07321638332
928	0.07316891273
929	0.0731017767
930	0.0730783376
931	0.07305302327
932	0.07299635437
933	0.07298014249
934	0.07294142897
935	0.07290199412
936	0.07285177297
937	0.07281435897
938	0.07277588854
939	0.07273781897
940	0.0726961931
941	0.07266818616
942	0.07265666031
943	0.07264117376
944	0.07262262101
945	0.07261031507
946	0.07256057188
947	0.072530461
948	0.07249883102
949	0.0724852224
950	0.07247260143
951	0.07243698323
952	0.07239724153
953	0.07237397695
954	0.07234699457
955	0.07229084888
956	0.07227353262
957	0.07222474875
958	0.07218959519
959	0.07215866206
960	0.072128267
961	0.07210924267
962	0.07206300236
963	0.07203175867
964	0.07200130112
965	0.07196610007
966	0.07194701963
967	0.07188497595
968	0.07183933218
969	0.07180610812
970	0.07178582282
971	0.07174556468
972	0.07169975488
973	0.07165762648
974	0.07162798243
975	0.07159852758
976	0.07154815656
977	0.07151603657
978	0.071483929
979	0.07144757428
980	0.07139814817
981	0.07136503358
982	0.07135285418
983	0.07132915046
984	0.07131805412
985	0.07128769549
986	0.07124349424
987	0.07120527998
988	0.07115855544
989	0.07110400371
990	0.07106602228
991	0.07104121673
992	0.07101949658
993	0.07099683483
994	0.07095737153
995	0.07093605814
996	0.07092098976
997	0.07086478676
998	0.07081771945
999	0.07078239617
1000	0.07075770865
1001	0.07072810893
1002	0.07069420827
1003	0.07067975436
1004	0.07066035702
1005	0.07064019268
1006	0.07061241937
1007	0.07057542878
1008	0.07056594008
1009	0.07053941512
1010	0.0705176367
1011	0.07050064521
1012	0.07046182167
1013	0.070441267
1014	0.07042081586
1015	0.07038347891
1016	0.07037361387
1017	0.07032602117
1018	0.07028217286
1019	0.07024157171
1020	0.07023224524
1021	0.0702158959
1022	0.07017357153
1023	0.07011039337
1024	0.07008483966
1025	0.0700393695
1026	0.07001950706
1027	0.07000418943
1028	0.06997486311
1029	0.06993750145
1030	0.06990978042
1031	0.06987733499
1032	0.06985013629
1033	0.0698294171
1034	0.06978912697
1035	0.06974039225
1036	0.06970680458
1037	0.06967942826
1038	0.06964536263
1039	0.06961039181
1040	0.06955328539
1041	0.06950288676
1042	0.06947047692
1043	0.06943590983
1044	0.06941117091
1045	0.06938896933
1046	0.06935239205
1047	0.06932148758
1048	0.06929655809
1049	0.06924108451
1050	0.06922026122
1051	0.06917412214
1052	0.06913364065
1053	0.06909526278
1054	0.06906188763
1055	0.06903150468
1056	0.06899971242
1057	0.06898265743
1058	0.06893438539
1059	0.06889663448
1060	0.06886553063
1061	0.06884658349
1062	0.06883799084
1063	0.06880485624
1064	0.06875921319
1065	0.0687357623
1066	0.06870360819
1067	0.06866220604
1068	0.06860331171
1069	0.06857946595
1070	0.06856469882
1071	0.06854263417
1072	0.06852167975
1073	0.06849495655
1074	0.06845537092
1075	0.06842853273
1076	0.06839336925
1077	0.06831704261
1078	0.06830881726
1079	0.06827186796
1080	0.06824991535
1081	0.06820964189
1082	0.06817203897
1083	0.06814430614
1084	0.06811815801
1085	0.0680999017
1086	0.06806417181
1087	0.0680496843
1088	0.0680217033
1089	0.06798706707
1090	0.06797150662
1091	0.06793585983
1092	0.06791900205
1093	0.06787988332
1094	0.06786384002
1095	0.06783489289
1096	0.06779978811
1097	0.0677697605
1098	0.06773871052
1099	0.06771321637
1100	0.06769221596
1101	0.06764152896
1102	0.06760898919
1103	0.06757681866
1104	0.06754308732
1105	0.06750864266
1106	0.06746945631
1107	0.06744924284
1108	0.06743656101
1109	0.06739530075
1110	0.06736573899
1111	0.0673330468
1112	0.06728103188
1113	0.06725207064
1114	0.0672219713
1115	0.06719614921
1116	0.06718659561
1117	0.06716085415
1118	0.06714051882
1119	0.06711910041
1120	0.06709566565
1121	0.0670767619
1122	0.06703913377
1123	0.0670275855
1124	0.06701405137
1125	0.06696570725
1126	0.06694046314
1127	0.06689301754
1128	0.06685091772
1129	0.06680750742
1130	0.06680311919
1131	0.06677709792
1132	0.06676609274
1133	0.06671399768
1134	0.06666679776
1135	0.06663770646
1136	0.06662070319
1137	0.06658293064
1138	0.06655127024
1139	0.0665229798
1140	0.06649254701
1141	0.06648372226
1142	0.06647716768
1143	0.06644466509
1144	0.06641046999
1145	0.06638407076
1146	0.06636404821
1147	0.06635196234
1148	0.06631735356
1149	0.06627776847
1150	0.06624746583
1151	0.06622070017
1152	0.06619075295
1153	0.06616774792
1154	0.06613212173
1155	0.06610890348
1156	0.06608767674
1157	0.06607279108
1158	0.06603822929
1159	0.06600529713
1160	0.06596156353
1161	0.06593541789
1162	0.06590863514
1163	0.06587271316
1164	0.06586294293
1165	0.06584003468
1166	0.06579789579
1167	0.06576453503
1168	0.06574733787
1169	0.06572818171
1170	0.06571025589
1171	0.06567246968
1172	0.06564979454
1173	0.06560727235
1174	0.06556491467
1175	0.06554629188
1176	0.06549427089
1177	0.06546921221
1178	0.06544918945
1179	0.06542455444
1180	0.06539834243
1181	0.06535546964
1182	0.06533303392
1183	0.06530192565
1184	0.06527500324
1185	0.06523893154
1186	0.06523499256
1187	0.06521149629
1188	0.06518859355
1189	0.06516730239
1190	0.06511117002
1191	0.06504831933
1192	0.06502682079
1193	0.06499065864
1194	0.06496875943
1195	0.064948523
1196	0.06492111216
1197	0.06489851717
1198	0.06488087081
1199	0.06484311442
1200	0.06483487972
1201	0.06478493273
1202	0.0647662626
1203	0.06472866729
1204	0.0646853764
1205	0.06463865221
1206	0.0646226097
1207	0.0646013847
1208	0.06459448824
1209	0.0645586358
1210	0.06454240252
1211	0.06451160796
1212	0.06445864455
1213	0.06442153887
1214	0.06441338734
1215	0.06438343964
1216	0.06436226294
1217	0.06433766198
1218	0.06433284269
1219	0.06431688743
1220	0.064312566
1221	0.0642856043
1222	0.06425633251
1223	0.06422593938
1224	0.06419206314
1225	0.06417126701
1226	0.06413509945
1227	0.06413001785
1228	0.06410116982
1229	0.06408874949
1230	0.0640775389
1231	0.064037615
1232	0.06401389631
1233	0.06399719994
1234	0.06398081218
1235	0.06393921024
1236	0.06392050623
1237	0.06389551997
1238	0.06385529137
1239	0.0638178037
1240	0.06378648741
1241	0.06378088352
1242	0.06375810207
1243	0.06373663919
1244	0.06372870522
1245	0.06370908143
1246	0.06368200935
1247	0.06364730151
1248	0.06361139719
1249	0.06358163179
1250	0.0635776504
1251	0.06355675708
1252	0.06354124517
1253	0.06349951817
1254	0.06348621338
1255	0.06345573841
1256	0.06341589412
1257	0.06339043481
1258	0.063366475
1259	0.06333602055
1260	0.06333220281
1261	0.06330145966
1262	0.06326210338
1263	0.06324264604
1264	0.06320676172
1265	0.06316739171
1266	0.0631237354
1267	0.0630927638
1268	0.06306094502
1269	0.06304325655
1270	0.06302534428
1271	0.06300610325
1272	0.06299986354
1273	0.06298496913
1274	0.06295499296
1275	0.06293049489
1276	0.0629124273
1277	0.06287469766
1278	0.06284813331
1279	0.06282977651
1280	0.06279885681
1281	0.06276783379
1282	0.06276128486
1283	0.06273236248
1284	0.06270795114
1285	0.06268306242
1286	0.06266086376
1287	0.06263158983
1288	0.06260082393
1289	0.06259476562
1290	0.06254330748
1291	0.06252829566
1292	0.06250633273
1293	0.06248925586
1294	0.06244987221
1295	0.06241241768
1296	0.06239655734
1297	0.06238189991
1298	0.06236711805
1299	0.06233191773
1300	0.06228879226
1301	0.06226525702
1302	0.06224012143
1303	0.06219490129
1304	0.06217899756
1305	0.06214611252
1306	0.06210870507
1307	0.06207591429
1308	0.06204392487
1309	0.06202379313
1310	0.06201104379
1311	0.06198999199
1312	0.06196408713
1313	0.06196191174
1314	0.06193196323
1315	0.06192201899
1316	0.06187477437
1317	0.06186023233
1318	0.06183399083
1319	0.06180526613
1320	0.06180023966
1321	0.06178705548
1322	0.06175539378
1323	0.06172331984
1324	0.06169788259
1325	0.0616742067
1326	0.06165163332
1327	0.06163762079
1328	0.06160415288
1329	0.06158209427
1330	0.06156404359
1331	0.06154276234
1332	0.06151628005
1333	0.06150126815
1334	0.06147011366
1335	0.06143828784
1336	0.06142023954
1337	0.06139429951
1338	0.06136421089
1339	0.06134473921
1340	0.06133541468
1341	0.06130720515
1342	0.06128482373
1343	0.06125392673
1344	0.06123517854
1345	0.06120056819
1346	0.06117916949
1347	0.06114805297
1348	0.06112224299
1349	0.06108798788
1350	0.06105806965
1351	0.06103721047
1352	0.06099981245
1353	0.06095305258
1354	0.06092927414
1355	0.06090722711
1356	0.06087135327
1357	0.06085127596
1358	0.06081604954
1359	0.06078560893
1360	0.06074782279
1361	0.06072781969
1362	0.0606960101
1363	0.06067978865
1364	0.06066010073
1365	0.06062801372
1366	0.06060753141
1367	0.06058524351
1368	0.06055435724
1369	0.06054265413
1370	0.06050849778
1371	0.06047814306
1372	0.0604639857
1373	0.06043348847
1374	0.06041335065
1375	0.06039678549
1376	0.06036856148
1377	0.06033891388
1378	0.06031138223
1379	0.06028181952
1380	0.06026234024
1381	0.06025591793
1382	0.06021173242
1383	0.06016241524
1384	0.06012667193
1385	0.06008327936
1386	0.06007524287
1387	0.0600491541
1388	0.06004681145
1389	0.06002837027
1390	0.06001148737
1391	0.05998142059
1392	0.05995826603
1393	0.0599386706
1394	0.05990449895
1395	0.0598823207
1396	0.05984441797
1397	0.05981969414
1398	0.05981655265
1399	0.05979712684
1400	0.05976918022
1401	0.05974396388
1402	0.05973470263
1403	0.05970231816
1404	0.05966033536
1405	0.05962662068
1406	0.05959878773
1407	0.05959572004
1408	0.05954895416
1409	0.0595250905
1410	0.05951594482
1411	0.05948390109
1412	0.05947588968
1413	0.05945283477
1414	0.05943324238
1415	0.05941163429
1416	0.05936545028
1417	0.05936252583
1418	0.05933779256
1419	0.05930828332
1420	0.05929690531
1421	0.05928610188
1422	0.0592432596
1423	0.05921427183
1424	0.05918309264
1425	0.05916520869
1426	0.05913380614
1427	0.05909110809
1428	0.05906849905
1429	0.059037806
1430	0.05903432015
1431	0.05900007106
1432	0.05896822569
1433	0.05893203827
1434	0.05891116185
1435	0.05889815879
1436	0.05887335907
1437	0.05885136763
1438	0.05883567098
1439	0.05880325319
1440	0.05878622777
1441	0.05877429811
1442	0.05874262921
1443	0.05871470364
1444	0.05868166209
1445	0.05866107189
1446	0.0586254478
1447	0.05860674788
1448	0.05859400893
1449	0.05857328749
1450	0.05854369844
1451	0.05852548561
1452	0.0585058179
1453	0.05849738354
1454	0.05849330274
1455	0.05846217556
1456	0.05843014145
1457	0.05841109135
1458	0.0583873636
1459	0.05834965866
1460	0.05833254415
1461	0.0583001748
1462	0.05827228575
1463	0.05825398246
1464	0.05822211327
1465	0.05819857375
1466	0.05817591785
1467	0.05816090651
1468	0.05812155007
1469	0.05809861404
1470	0.05807139586
1471	0.05804221829
1472	0.05803168385
1473	0.05801022176
1474	0.05799299545
1475	0.05796448514
1476	0.05794864481
1477	0.05793873117
1478	0.05792323531
1479	0.0578987801
1480	0.05786676776
1481	0.05784293516
1482	0.0578195342
1483	0.05779266693
1484	0.0577726949
1485	0.05772766446
1486	0.05767360881
1487	0.05763334651
1488	0.05762495805
1489	0.05760416686
1490	0.05756548609
1491	0.05754111309
1492	0.05751138307
1493	0.05749059694
1494	0.0574693789
1495	0.05744912546
1496	0.0574174602
1497	0.05739386145
1498	0.05738710994
1499	0.05735205297
1500	0.05731401158
1501	0.05729256716
