iter	RMSE
1502	0.05725572968
1503	0.05723706429
1504	0.05721015986
1505	0.05719584296
1506	0.05717358998
1507	0.05715903053
1508	0.0571266638
1509	0.05707379072
1510	0.05706457065
1511	0.05705091886
1512	0.05702184576
1513	0.05700009426
1514	0.05697521771
1515	0.05695279091
1516	0.05693026981
1517	0.05691237128
1518	0.05689590089
1519	0.05688118901
1520	0.05686945011
1521	0.05686171816
1522	0.05684279413
1523	0.05682639516
1524	0.05680613805
1525	0.0567864826
1526	0.05677615885
1527	0.05674528204
1528	0.05672029862
1529	0.05671608696
1530	0.05670518151
1531	0.05668627285
1532	0.05666000713
1533	0.05664099121
1534	0.05661765877
1535	0.05660058518
1536	0.05657626654
1537	0.0565612599
1538	0.05653476517
1539	0.0565148226
1540	0.05649480635
1541	0.0564750959
1542	0.05644605564
1543	0.05643260806
1544	0.05640826535
1545	0.05639149973
1546	0.05636275543
1547	0.05634251466
1548	0.05632231014
1549	0.05630925694
1550	0.05628899206
1551	0.05625740118
1552	0.05622633464
1553	0.05620507026
1554	0.05619383928
1555	0.05618290846
1556	0.05615407707
1557	0.0561241803
1558	0.05610626613
1559	0.05609167907
1560	0.05607371604
1561	0.05605011267
1562	0.05602955899
1563	0.05602585563
1564	0.05599672754
1565	0.05597859847
1566	0.05593489376
1567	0.05590262019
1568	0.05589512912
1569	0.05587354759
1570	0.05582345399
1571	0.05580316052
1572	0.05577239007
1573	0.05575807122
1574	0.05572438534
1575	0.05570520022
1576	0.05570233849
1577	0.05569782928
1578	0.05568267579
1579	0.05564598196
1580	0.05560780982
1581	0.05558556931
1582	0.05556441179
1583	0.05553685585
1584	0.05551897512
1585	0.05551119605
1586	0.05548548311
1587	0.05545617226
1588	0.05544044423
1589	0.0553952667
1590	0.05536236902
1591	0.0553353491
1592	0.055316386
1593	0.05531124011
1594	0.05529584814
1595	0.05527389155
1596	0.0552520515
1597	0.05523935919
1598	0.05521369479
1599	0.05521009817
1600	0.05519786484
1601	0.05519384687
1602	0.05516651134
1603	0.0551474677
1604	0.05512809164
1605	0.05510161255
1606	0.05509689843
1607	0.05507238184
1608	0.05504543429
1609	0.05501778658
1610	0.05498153095
1611	0.05496492001
1612	0.05494596482
1613	0.05491631855
1614	0.05490701037
1615	0.05486830268
1616	0.05485660538
1617	0.05485021482
1618	0.05483319951
1619	0.05482025571
1620	0.05480659864
1621	0.05478341032
1622	0.05476262936
1623	0.05475389866
1624	0.05473516408
1625	0.0547156295
1626	0.05468331109
1627	0.05467512054
1628	0.05465816259
1629	0.05464143667
1630	0.05462126341
1631	0.05459184548
1632	0.05455554513
1633	0.05453538155
1634	0.0545075348
1635	0.05448966259
1636	0.05446989214
1637	0.05445293475
1638	0.0544295271
1639	0.05440922545
1640	0.05440555263
1641	0.05439258666
1642	0.05437166455
1643	0.05434860742
1644	0.05433101393
1645	0.0543086301
1646	0.05429811472
1647	0.05427188541
1648	0.05425607564
1649	0.05424909029
1650	0.05420866172
1651	0.05418594704
1652	0.05416431364
1653	0.0541485221
1654	0.05412941593
1655	0.05411615567
1656	0.05408455502
1657	0.05405756524
1658	0.05402989156
1659	0.05401650465
1660	0.05399142418
1661	0.05398673054
1662	0.05397354999
1663	0.05394685099
1664	0.05393039418
1665	0.05390118852
1666	0.05388548757
1667	0.05384688802
1668	0.0538356826
1669	0.05382708426
1670	0.05380886439
1671	0.05379011822
1672	0.0537682032
1673	0.05375767371
1674	0.05373767376
1675	0.05372489699
1676	0.05370271477
1677	0.05366529581
1678	0.05365204176
1679	0.05363058058
1680	0.05359797675
1681	0.05358198047
1682	0.05355543453
1683	0.05354200217
1684	0.05352135908
1685	0.05350682457
1686	0.05348682867
1687	0.05346884278
1688	0.05346201036
1689	0.05343386173
1690	0.05342371686
1691	0.05340850577
1692	0.05337274701
1693	0.0533525572
1694	0.05334051779
1695	0.05333333014
1696	0.05331260204
1697	0.05329829888
1698	0.05327082792
1699	0.05325185708
1700	0.05323740208
1701	0.05321083125
1702	0.05318740749
1703	0.05316812169
1704	0.05314835354
1705	0.05312325272
1706	0.05309719323
1707	0.05307524282
1708	0.05306028946
1709	0.05303488401
1710	0.0530067782
1711	0.05299371888
1712	0.05297232842
1713	0.05295083748
1714	0.05294357435
1715	0.05293832196
1716	0.0529232999
1717	0.05290600908
1718	0.05289146747
1719	0.05286217984
1720	0.05284569643
1721	0.05284264191
1722	0.05283355912
1723	0.05280931575
1724	0.0527933051
1725	0.0527753453
1726	0.05276109894
1727	0.05273666809
1728	0.05272197553
1729	0.05270538241
1730	0.05268660561
1731	0.05265396289
1732	0.05263264046
1733	0.05262641381
1734	0.05259848646
1735	0.05259209755
1736	0.05257008828
1737	0.05254357908
1738	0.05252844627
1739	0.05250783195
1740	0.05249263445
1741	0.05245687889
1742	0.05242809045
1743	0.05242380006
1744	0.05240734019
1745	0.05237897254
1746	0.05235741288
1747	0.05233013607
1748	0.05232108266
1749	0.05228422826
1750	0.05226679271
1751	0.05224223014
1752	0.05220455938
1753	0.05217459888
1754	0.05215206447
1755	0.05212960826
1756	0.05211256881
1757	0.05210089701
1758	0.05208891937
1759	0.05208229908
1760	0.05205797506
1761	0.05204146395
1762	0.05203678118
1763	0.05201851533
1764	0.05201035511
1765	0.05197495791
1766	0.05196257964
1767	0.05193124222
1768	0.05192025764
1769	0.05189202896
1770	0.0518883022
1771	0.05185827404
1772	0.05183681803
1773	0.05181054874
1774	0.05179813251
1775	0.05178083973
1776	0.05176301837
1777	0.05173425807
1778	0.05172086322
1779	0.05169025424
1780	0.05166782291
1781	0.0516350145
1782	0.05162485371
1783	0.05162067547
1784	0.05160433687
1785	0.05158790121
1786	0.051575428
1787	0.0515697214
1788	0.05154761287
1789	0.05152640193
1790	0.05150858974
1791	0.05148825918
1792	0.05147390566
1793	0.05146131994
1794	0.05144397449
1795	0.05143079654
1796	0.05142320052
1797	0.05141040526
1798	0.05139127071
1799	0.05137529116
1800	0.05136273474
1801	0.05135698242
1802	0.05134176875
1803	0.05130618405
1804	0.05127195024
1805	0.05124301353
1806	0.0512193307
1807	0.05120184277
1808	0.05118179752
1809	0.05116968526
1810	0.05116398104
1811	0.05113733278
1812	0.05112196598
1813	0.05110144741
1814	0.05107705912
1815	0.05106091405
1816	0.05104287706
1817	0.05101809652
1818	0.05099503637
1819	0.05097419766
1820	0.05095020777
1821	0.05093822578
1822	0.05093156777
1823	0.05091260181
1824	0.05088917552
1825	0.05086216472
1826	0.0508510344
1827	0.0508278965
1828	0.0508129637
1829	0.05078810062
1830	0.05078024244
1831	0.05076171832
1832	0.0507363374
1833	0.05071078719
1834	0.05068153963
1835	0.05067619927
1836	0.05065118413
1837	0.05063214675
1838	0.05059404083
1839	0.050569459
1840	0.05055346967
1841	0.05054975654
1842	0.05053167302
1843	0.0505184153
1844	0.05050398632
1845	0.05047847141
1846	0.05046357909
1847	0.05044890667
1848	0.05040989383
1849	0.05039422099
1850	0.05036801823
1851	0.05033243062
1852	0.05031986325
1853	0.05029870552
1854	0.05028216039
1855	0.05027381834
1856	0.05025284114
1857	0.05023712417
1858	0.05022779694
1859	0.05021340454
1860	0.05020970558
1861	0.05018404618
1862	0.05015652026
1863	0.05013754699
1864	0.05012034398
1865	0.05011580398
1866	0.05009331312
1867	0.05008326717
1868	0.05006947423
1869	0.05006240071
1870	0.0500450687
1871	0.05003707068
1872	0.05002619655
1873	0.04999534419
1874	0.04996591612
1875	0.04994839721
1876	0.0499217937
1877	0.04988944329
1878	0.04986615034
1879	0.04986199717
1880	0.04985130703
1881	0.04982313894
1882	0.04981383861
1883	0.04980519271
1884	0.04978632145
1885	0.04974962967
1886	0.04972992113
1887	0.04972042795
1888	0.04968571114
1889	0.04966909448
1890	0.04965651458
1891	0.04963353422
1892	0.04962944473
1893	0.04959694707
1894	0.04956978136
1895	0.04954848605
1896	0.04953722056
1897	0.04952781114
1898	0.04952397452
1899	0.04949973222
1900	0.04948259853
1901	0.04945974122
1902	0.04942838231
1903	0.0493936024
1904	0.04938568484
1905	0.04936182205
1906	0.04934534823
1907	0.04932136924
1908	0.04929694847
1909	0.04927818426
1910	0.04925448843
1911	0.04922032086
1912	0.04919676046
1913	0.04918100861
1914	0.04916336379
1915	0.0491601691
1916	0.04913382159
1917	0.04912163464
1918	0.04910020186
1919	0.0490853289
1920	0.04906274616
1921	0.04904731873
1922	0.04903426112
1923	0.04899895747
1924	0.04897536536
1925	0.04895830031
1926	0.04895582669
1927	0.04894611328
1928	0.04893779669
1929	0.04892680587
1930	0.04892318767
1931	0.04890793249
1932	0.04888621921
1933	0.04888149884
1934	0.04887878433
1935	0.04885731437
1936	0.04884318791
1937	0.04882776986
1938	0.04882121118
1939	0.04878987401
1940	0.04875977714
1941	0.04873774076
1942	0.04871256433
1943	0.04867883745
1944	0.04865835613
1945	0.0486546496
1946	0.04864672583
1947	0.04862381025
1948	0.04860565855
1949	0.0486044521
1950	0.04858728874
1951	0.04856051272
1952	0.04854538712
1953	0.04852288575
1954	0.04850331324
1955	0.04848211964
1956	0.04845918742
1957	0.04844812726
1958	0.04841508455
1959	0.04839164221
1960	0.04837471539
1961	0.04835073429
1962	0.04833082075
1963	0.0483149533
1964	0.04830813951
1965	0.04829427495
1966	0.04828845559
1967	0.04826271422
1968	0.04824081512
1969	0.04822289029
1970	0.0482020351
1971	0.04817744793
1972	0.04816178932
1973	0.04814024454
1974	0.04813187168
1975	0.04811487448
1976	0.04809435109
1977	0.04808537789
1978	0.0480744432
1979	0.04807131232
1980	0.04805855001
1981	0.0480433934
1982	0.04803044848
1983	0.04800440622
1984	0.04798968546
1985	0.04797602963
1986	0.0479747184
1987	0.04795998202
1988	0.04792957452
1989	0.04792491835
1990	0.04790894008
1991	0.04788969923
1992	0.04787473445
1993	0.04785354866
1994	0.0478295772
1995	0.04782495276
1996	0.04781669713
1997	0.04780409401
1998	0.04777779541
1999	0.0477616832
